"('Person', 'be', 'part')",189
"('Person', 'kill', 'Person')",189
"('Person', 'be', 'embarrassed')",189
"('Person', 'want', 'nothing')",189
"('Person', 'flash', 'smile')",188
"('Person', 'hug')",188
"('Person', 'be', 'mess')",188
"('Person', 'touch')",188
"('Person', 'know', 'name')",186
"('Person', 'tighten', 'grip')",186
"('Person', 'travel')",186
"('Person', 'make', 'move')",186
"('Person', 'roll', 'hip')",185
"('Person', 'be', 'cold')",185
"('Person', 'use', 'hand')",185
"('Person', 'give', 'laugh')",185
"('Person', 'stop', 'himself')",185
"('Person', 'fold', 'arm')",185
"('Person', 'recover')",184
"('Person', 'be', 'late')",184
"('Person', 'offer', 'smile')",184
"('Person', 'be', 'exhausted')",184
"('Person', 'arch')",184
"('Person', 'grab', 'wrist')",183
"('Person', 'have', 'fun')",183
"('Person', 'feel', 'breath')",182
"('Person', 'rest')",182
"('Person', 'press', 'finger')",182
"('Person', 'pull', 'she')",182
"('Person', 'skate')",182
"('Person', 'be', 'older')",182
"('Person', 'storm')",181
"('Person', 'bring', 'himself')",181
"('Person', 'rock')",181
"('Person', 'hurt')",181
"('Person', 'drop', 'head')",181
"('Person', 'be', 'human')",180
"('Person', 'spend', 'rest')",179
"('Person', 'be', 'here')",179
"('Person', 'put', 'Person')",179
"('Person', 'threaten')",179
"('Person', 'ignore')",179
"('Person', 'cut', 'he')",179
"('Person', 'trip')",178
"('Person', 'screech')",178
"('Person', 'rub', 'eye')",178
"('Person', 'fit')",177
"('Person', 'oblige')",176
"('Person', 'bring', 'it')",176
"('Person', 'get', 'chance')",176
"('Person', 'ignore', 'it')",176
"('Person', 'lunge')",175
"('Person', 'shove')",175
"('Person', 'lose', 'Person')",175
"('Person', 'feel', 'need')",175
"('Person', 'notice', 'Person')",175
"('Person', 'be', 'half')",175
"('Person', 'hug', 'he')",175
"('Person', 'remember', 'Person')",174
"('Person', 'leave', 'it')",173
"('Person', 'take', 'they')",173
"('Person', 'clutch')",173
"('Person', 'ramble')",173
"('Person', 'take', 'phone')",173
"('Person', 'laugh', 'little')",173
"('Person', 'be', 'about')",173
"('Person', 'admit', 'it')",173
"('Person', 'wipe', 'tear')",172
"('Person', 'be', 'startled')",172
"('Person', 'place', 'kiss')",172
"('Person', 'relent')",171
"('Person', 'opt')",171
"('Person', 'make', 'decision')",171
"('Person', 'like', 'that')",170
"('Person', 'breathe', 'sigh')",170
"('Person', 'sway')",170
"('Person', 'lower', 'head')",169
"('Person', 'recognize')",169
"('Person', 'catch', 'sight')",169
"('Person', 'urge')",169
"('Person', 'let', 'he')",169
"('Person', 'throw', 'himself')",169
"('Person', 'take', 'eye')",169
"('Person', 'kill')",168
"('Person', 'turn', 'eye')",167
"('Person', 'turn', 'face')",167
"('Person', 'be', 'hungry')",166
"('Person', 'want', 'more')",166
"('Person', 'fiddle')",166
"('Person', 'have', 'arm')",166
"('Person', 'call', 'he')",166
"('Person', 'give', 'it')",166
"('Person', 'ponder')",166
"('Person', 'enjoy', 'it')",165
"('Person', 'give', 'kiss')",165
"('Person', 'lead', 'they')",165
"('Person', 'follow', 'she')",165
"('Person', 'stroke')",165
"('Person', 'look', 'he')",164
"('Person', 'chide')",164
"('Person', 'help', 'he')",164
"('Person', 'kiss', 'forehead')",164
"('Person', 'share', 'look')",164
"('Person', 'remove', 'hand')",163
"('Person', 'plop')",163
